"Provider Number","Facility Name",City,State,"Zip Code","Certification Date","Medicare Census","Medicaid Census","Other Census","Total Residents","Program Participation Code","Hospital Based","Ownership Type","Multi-Facility Organization","Multi-Facility Organization Name","Number of AIDS Beds","Number of Alzheimer's Disease Beds","Number of Dialysis Beds","Number of Disabled Children/Young Adult Beds","Number of Head Trauma Beds","Number of Hospice Beds","Number of Huntington's Disease Beds","Number of Ventilator Beds","Number of Other Specialized Rehab Beds","Organized Residents' Group","Organized Family Member Group","Facility Conducts Experimental Research","Continuing Care Retirement Community (CCRC)","7 Day RN Waiver Date","7 Day RN Hrs Waived Per Week","24 Hr Licensed Nursing Waiver Date","24 Hr Licensed Nursing Hrs Waived Per Week","Nurse Aide Training and Competency Evaluation Program"
075182,"GRANDVIEW REHABILITATION AND HEALTHCARE CENTER","NEW BRITAIN",CT,06052,2025-02-11,4,78,27,109,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,1,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075183,"COMPLETE CARE AT FOX HILL",ROCKVILLE,CT,06066,2024-05-22,5,80,28,113,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"COMPLETE CARE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075192,"COMPLETE CARE AT MERIDEN",MERIDEN,CT,06450,2024-04-04,8,76,16,100,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"COMPLETE CARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075195,"Parkway Pavilion Health And Rehabilitation Center",ENFIELD,CT,06082,2024-09-11,6,85,23,114,"SNF/NF Dual Certification",No,"For Profit - Partnership",Yes,"WACHUSETT HEALTH CARE",0,0,1,0,0,3,0,0,0,Yes,No,No,No,"",0,"",0,No
075196,"HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CEN","NEW LONDON",CT,06320,2024-07-09,6,98,11,115,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"MASSACHUSETTS HEALTHCARE",0,0,0,0,0,0,0,0,46,Yes,No,No,No,"",0,"",0,No
075198,"VILLAGE GREEN REHABILITATION AND HEALTHCARE CENTER",BRISTOL,CT,06010,2025-03-12,9,47,16,72,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ATLAS HEALTHCARE",0,0,0,0,0,0,0,30,0,Yes,No,No,No,"",0,"",0,No
075200,"Southport Center For Nursing & Rehabilitation Llc",SOUTHPORT,CT,06890,2022-11-16,3,107,3,113,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075201,"WEST HAVEN CENTER FOR NURSING & REHABILITATION","WEST HAVEN",CT,06516,2023-11-06,8,83,1,92,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ESSENTIAL HEALTHCARE LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075202,"GEER NURSING AND REHABILITATION",CANAAN,CT,06018,2024-08-28,1,48,22,71,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,30,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075208,"VILLAGE CREST CENTER FOR HEALTH & REHABILITATION","NEW MILFORD",CT,06776,2025-05-06,23,50,16,89,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NATIONAL HEALTHCARE ASSOCIATES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075211,"APPLE REHAB ROCKY HILL","ROCKY HILL",CT,06067,2024-09-24,10,60,17,87,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"APPLE REHAB",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075213,"CIVITA CARE CENTER AT MILFORD",MILFORD,CT,06460,2024-12-18,9,89,10,108,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075214,"PORTLAND CARE & REHAB CENTER",PORTLAND,CT,06480,2024-06-17,12,29,17,58,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075216,"MCLEAN HEALTH CENTER",SIMSBURY,CT,06070,2025-04-30,12,30,19,61,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,"",0,"",0,No
075219,"Waterbury Center For Nursing & Rehabilitation Llc",WATERBURY,CT,06708,2024-12-20,9,91,9,109,"SNF/NF Dual Certification",No,"For Profit - Partnership",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075221,"PINES AT BRISTOL FOR NURSING & REHABILITATION, THE",BRISTOL,CT,06010,2025-03-26,4,84,37,125,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"NATIONAL HEALTHCARE ASSOCIATES",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075222,"CIVITA CARE CENTER AT CHESHIRE",CHESHIRE,CT,06410,2025-01-15,4,55,22,81,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"MATENA HEALTHCARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075228,"ARDEN CARE CENTER",HAMDEN,CT,06514,2025-02-26,10,155,29,194,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075230,"LEDGECREST HEALTH CARE CENTER",KENSINGTON,CT,06037,2024-08-14,0,39,7,46,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"APPLE REHAB",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075231,"APPLE REHAB COLCHESTER",COLCHESTER,CT,06415,2023-05-16,2,30,18,50,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,Apple,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075232,"COBALT LODGE HEALTH CARE AND REHABILITATION CENTER",COBALT,CT,06414,2024-11-19,38,0,0,38,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075235,"GUILFORD HOUSE, THE",GUILFORD,CT,06437,2023-10-23,10,38,20,68,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075236,"NOBLE HORIZONS",SALISBURY,CT,06068,2024-03-21,5,36,17,58,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"CHURCH HOMES INCORPORATED CONGREGATION",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075237,"COMPLETE CARE AT KIMBERLY HALL-SOUTH",WINDSOR,CT,06095,2024-11-19,23,66,1,90,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"COMPLETE CARE",0,0,22,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075238,"MAPLE VIEW HEALTH & REHABILITATION CENTER","ROCKY HILL",CT,06067,2024-05-13,8,62,32,102,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,60,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075240,"COMPLETE CARE AT GLENDALE",NAUGATUCK,CT,06770,2024-01-26,10,91,14,115,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"COMPLETE CARE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075241,"RIVER GLEN HEALTH CARE CENTER",SOUTHBURY,CT,06488,2023-12-22,47,38,21,106,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"CARE ONE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075243,"PIERCE MEMORIAL BAPTIST HOME, INC.",BROOKLYN,CT,06234,2024-06-18,12,29,17,58,"SNF/NF Dual Certification",No,"Non-Profit - Church Related",Yes,"CONNECTICUT BAPTISTE HOME",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075244,"AVON HEALTH CENTER",AVON,CT,06001,2024-07-22,14,72,19,105,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075246,"WHITNEY REHABILITATION CARE CENTER",HAMDEN,CT,06518,2024-09-19,35,99,9,143,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075250,"PARKVILLE CARE CENTER",HARTFORD,CT,06106,2025-04-11,0,131,2,133,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"iCARE HEALTH NETWORK",0,24,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075252,"WESTSIDE CARE CENTER",MANCHESTER,CT,06040,2024-11-06,10,115,1,126,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ICARE HEALTH NETWORK",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075253,"COMPLETE CARE AT HARRINGTON COURT",COLCHESTER,CT,06415,2025-04-10,12,95,12,119,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Complete Care",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075257,"Riverside Health Care Center, Inc.","EAST HARTFORD",CT,06108,2024-01-10,14,231,31,276,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"NATIONAL HEALTHCARE",0,46,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
075258,"DOUGLAS MANOR",WINDHAM,CT,06280,2025-04-22,10,55,19,84,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,21,Yes,No,No,No,"",0,"",0,No
075261,"REGENCY HOUSE NURSING AND REHABILITATION CENTER",WALLINGFORD,CT,06492,2023-10-10,11,79,37,127,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"National Health care associates",0,30,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075263,"AUTUMN LAKE HEALTHCARE AT CROMWELL",CROMWELL,CT,06416,2024-07-25,6,133,21,160,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,45,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075264,"TOUCHPOINTS AT BLOOMFIELD",BLOOMFIELD,CT,06002,2024-02-27,9,119,1,129,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,ICARE,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075265,"ELIM PARK BAPTIST HOME, INC",CHESHIRE,CT,06410,2024-09-13,22,30,32,84,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,"",0,"",0,No
075268,"TRINITY HILL CARE CENTER",HARTFORD,CT,06106,2024-10-29,3,109,3,115,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ICARE HEALTH NETWORK",30,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075270,"COMPLETE CARE AT GROTON REGENCY",GROTON,CT,06340,2024-03-27,11,94,18,123,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"COMPLETE CARE",0,52,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
075271,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",MYSTIC,CT,06355,2023-11-08,10,46,31,87,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Ryders Health Management",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075272,"ST JOSEPH'S RESIDENCE",ENFIELD,CT,06082,2025-03-27,1,23,0,24,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"LITTLE SISTER OF THE POOR",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075274,"CIVITA CARE CENTER AT DANBURY",DANBURY,CT,06810,2023-06-08,14,89,8,111,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075275,"GRIMES CENTER","NEW HAVEN",CT,06511,2024-04-09,13,25,59,97,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075278,"WEST HARTFORD HEALTH & REHABILITATION CENTER","WEST HARTFORD",CT,06107,2023-08-30,4,99,27,130,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075279,"COMPLETE CARE AT KIMBERLY HALL NORTH",WINDSOR,CT,06095,2024-09-19,2,125,18,145,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"COMPLETE CARE",0,53,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075286,"CIVITA CARE CENTER AT NEWINGTON",NEWINGTON,CT,06111,2023-12-12,10,97,51,158,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075288,FAIRVIEW,GROTON,CT,06340,2024-07-17,17,57,19,93,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,1,0,0,20,Yes,No,No,Yes,"",0,"",0,No
075290,"WHITNEY CENTER",HAMDEN,CT,06517,2024-12-04,8,7,8,23,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
075292,"AUTUMN LAKE HEALTHCARE AT NEW BRITAIN","NEW BRITAIN",CT,06053,2024-05-10,40,169,40,249,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"AUTUMN LAKE HEALTHCARE",0,20,9,0,2,26,0,0,0,Yes,No,No,No,"",0,"",0,No
075293,"JEFFERSON HOUSE",NEWINGTON,CT,06111,2025-01-28,11,57,30,98,"SNF/NF Dual Certification",Yes,"Non-Profit - Nonprofit Corporation",Yes,"HARTFORD HEALTHCARE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075294,"WHISPERING PINES REHABILITATION AND NURSING CENTER","EAST HAVEN",CT,06512,2024-05-16,9,53,17,79,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075295,"MERIDEN HEALTH AND REHAB",MERIDEN,CT,06450,2025-01-13,3,45,5,53,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,30,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075296,"ARK HEALTHCARE & REHABILITATION AT BRANFORD HILLS",BRANFORD,CT,06405,2022-12-06,14,90,39,143,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ARK HEALTH CARE AND REHAB",0,160,1,0,0,20,0,0,30,Yes,Yes,No,No,"",0,"",0,No
075299,"CHELSEA PLACE CARE CENTER LLC",HARTFORD,CT,06105,2024-11-08,1,197,5,203,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ICARE HEALTH NETWORK",0,52,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075300,"APPLE REHAB SHELTON LAKES",SHELTON,CT,06484,2024-12-09,6,68,21,95,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"APPLE REHAB",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
075301,"CALEB HITCHCOCK HEALTH CENTER",BLOOMFIELD,CT,06002,2024-01-24,8,0,49,57,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Nonprofit Corporation",No,"",0,12,0,0,0,0,0,0,0,No,No,No,Yes,"",0,"",0,No
075306,"PILGRIM MANOR",CROMWELL,CT,06416,2024-04-23,5,22,21,48,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"COVENANT LIVING COMMUNITIES E SERVICES",0,0,0,0,0,0,0,0,0,No,No,No,Yes,"",0,"",0,No
075307,"CHESTELM HEALTH AND REHABILITATION CENTER",MOODUS,CT,06469,2024-11-26,10,36,27,73,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,20,0,0,0,0,0,0,14,Yes,Yes,No,No,"",0,"",0,Yes
075309,"GREENWICH WOODS REHABILITATION",GREENWICH,CT,06831,2025-03-19,13,49,21,83,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,35,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075310,"COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD, LLC",PLAINFIELD,CT,06374,2024-11-08,8,56,18,82,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"COLONIAL HEALTH AND REHAB",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075312,"WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENT",MIDDLETOWN,CT,06457,2023-06-14,6,73,11,90,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"ATHENA HEALTH CARE ASSOCIATES INC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075313,"GLADEVIEW HEALTH CARE CENTER","OLD SAYBROOK",CT,06475,2024-11-22,15,72,32,119,"SNF/NF Dual Certification",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
075314,"TOUCHPOINTS AT MANCHESTER",MANCHESTER,CT,06040,2023-07-25,2,102,8,112,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"ICARE HEALTH NETWORK",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075316,"GLASTONBURY CENTER FOR HEALTH & REHABILITATION",GLASTONBURY,CT,06033,2024-02-09,3,66,26,95,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ATHENA HEALTH CARE SYSTEMS",0,70,0,0,0,0,0,0,35,Yes,No,No,No,"",0,"",0,No
075317,"WILTON MEADOWS HEALTH CARE CENTER",WILTON,CT,06897,2024-10-09,25,67,37,129,"SNF/NF Dual Certification",No,"For Profit - Partnership",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075318,"POMPERAUG WOODS HEALTH CENTER",SOUTHBURY,CT,06488,2024-10-16,4,0,22,26,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
075319,"HAVENCARE AT LITCHFIELD WOODS",TORRINGTON,CT,06790,2023-11-29,19,108,7,134,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ATHENA HEALTH CARE SYSTEMS",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075320,"ARK HEALTHCARE & REHABILITATION AT ST. CAMILLUS",STAMFORD,CT,06902,2024-07-11,8,82,17,107,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ST CAMILLUS STAMFORD OPCO, LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075321,"Saint Josephs Living Center, Inc.",WINDHAM,CT,06280,2024-12-10,13,64,26,103,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
075322,"ESSEX MEADOWS HEALTH CENTER",ESSEX,CT,06426,2025-01-10,10,0,31,41,"SNF (Medicare) Only",No,"For Profit - LLC",Yes,"LIFE CARE SERVICES",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
075323,"CAMBRIDGE HEALTH AND REHABILITATION CENTER",FAIRFIELD,CT,06825,2024-07-30,15,95,35,145,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"NATIONAL HEALTH CARE ASSOCIATES",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075324,"BAYVIEW HEALTH CARE",WATERFORD,CT,06385,2024-01-30,6,88,27,121,"SNF/NF Dual Certification",No,"For Profit - LLC",No,"",0,37,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075325,"MARY WADE HOME, THE INCORPORATED","NEW HAVEN",CT,06513,2025-02-25,7,65,16,88,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,25,Yes,No,No,No,"",0,"",0,No
075326,"EVERGREEN CENTER FOR HEALTH & REHABILITATION","STAFFORD SPRINGS",CT,06076,2024-11-22,19,114,8,141,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"NATIONAL HEALTH CARE ASSOCIATES",0,31,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075327,"APPLE REHAB MYSTIC",MYSTIC,CT,06355,2024-08-13,4,37,14,55,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"APPLE REHAB CARE",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075329,"INGRAHAM MANOR",BRISTOL,CT,06010,2023-10-27,18,64,35,117,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075330,"LUDLOWE CENTER FOR HEALTH & REHABILITATION",FAIRFIELD,CT,06825,2023-12-18,31,69,3,103,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"National Healthcare Association",0,0,0,0,0,0,0,0,40,Yes,No,No,No,"",0,"",0,No
075331,"AUTUMN LAKE HEALTHCARE AT THE WILLOWS",WOODBRIDGE,CT,06525,2024-01-10,20,51,11,82,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075332,"HAVENCARE AT VALERIE MANOR",TORRINGTON,CT,06790,2024-04-23,15,96,19,130,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ATHENA HEALTH CARE",0,44,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075333,"MANCHESTER REHABILITATION AND  HEALTHCARE CENTER",MANCHESTER,CT,06040,2024-05-22,37,54,30,121,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ATLAS HEALTHCARE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,"",0,"",0,No
075334,"VERNON REHABILITATION AND HEALTHCARE CENTER",VERNON,CT,06066,2024-10-11,30,62,14,106,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ATLAS HEALTHCARE",0,26,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
075335,"BEECHWOOD HEALTH & REHABILITATION CENTER","NEW LONDON",CT,06320,2023-04-20,5,30,20,55,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,WATCHUSSET,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075336,"SOUTHINGTON CARE CENTER",SOUTHINGTON,CT,06489,2024-05-09,21,72,32,125,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,36,Yes,Yes,No,No,"",0,"",0,No
075337,"SILVER SPRINGS CARE CENTER",MERIDEN,CT,06450,2024-12-20,0,130,21,151,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ICARE HEALTH NETWORK",0,39,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075338,"ARK HEALTHCARE & REHABILITATION AT GOVERNOR’S HOUSE",SIMSBURY,CT,06070,2024-03-13,10,40,13,63,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Ark Healthcare and Rehabilitation, LLC",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075339,"LORD CHAMBERLAIN NURSING & REHABILITATION CENTER",STRATFORD,CT,06614,2024-10-25,8,148,25,181,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075341,"PENDLETON REHABILITATION AND NURSING CENTER",MYSTIC,CT,06355,2025-01-23,26,58,34,118,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ATLAS HEALTHCARE",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075343,"JEROME HOME","NEW BRITAIN",CT,06052,2025-02-10,25,41,26,92,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075345,"APPLE REHAB COCCOMO",MERIDEN,CT,06450,2023-09-29,0,68,24,92,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"APPLE REHAB",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075347,"SUFFIELD HOUSE REHABILITATION AND HEALTHCARE CENTE",SUFFIELD,CT,06078,2025-01-09,20,65,40,125,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"ATLAS HEALTHCARE GROUP",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
075348,"ADVANCED CENTER FOR NURSING & REHABILITATION","NEW HAVEN",CT,06519,2025-01-29,14,197,4,215,"SNF/NF Dual Certification",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075349,"COOK WILLOW HEALTH & REHABILITATION CENTER, INC.",PLYMOUTH,CT,06782,2024-02-06,6,33,12,51,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075350,"SHERIDEN WOODS HEALTH CARE CENTER INC",BRISTOL,CT,06010,2024-04-26,2,105,12,119,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"ATHENA HEALTH CARE SYSTEMS",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
075352,"CONNECTICUT BAPTIST HOMES, INC",MERIDEN,CT,06450,2024-07-08,1,46,11,58,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"CONNECTICUT BAPTISTE HOMES, INC",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075353,"MOZAIC SENIOR LIFE",BRIDGEPORT,CT,06604,2023-10-19,36,190,64,290,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
075354,"SAINT JOHN PAUL II CENTER",DANBURY,CT,06810,2023-05-17,9,107,1,117,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"HIGHBRIDGE HEALTHCARE",0,48,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,No
075355,"STONE BRIDGE CENTER FOR HEALTH & REHABILITATION",NEWTOWN,CT,06470,2023-03-21,3,106,15,124,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"NATIONAL HEALTH CARE ASSOCIATIONS",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
075356,"NOTRE DAME HEALTH AND REHABILITATION CENTER",NORWALK,CT,06851,2024-08-27,7,43,8,58,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
