Provider Number,Medicare Census,Medicaid Census,Other Census,Total Residents,Hospital Based,Ownership Type,Number of AIDS Beds,Number of Alzheimer's Disease Beds,Number of Dialysis Beds,Number of Disabled Children/Young Adult Beds,Number of Head Trauma Beds,Number of Hospice Beds,Number of Huntington's Disease Beds,Number of Ventilator Beds,Number of Other Specialized Rehab Beds,Overall Rating,Latitude,Longitude,low_rated
125010,1,80,15,96,No,Government - State,0,0,0,0,0,0,0,0,0,5.0,21.2736,-157.8,0
125011,5,216,34,255,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,21.3086,-157.84,1
125013,41,59,0,100,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,5.0,21.2979,-157.79,0
125014,6,0,71,77,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,21.3015,-157.83,0
125019,32,125,18,175,No,For Profit - Corporation,0,0,0,0,0,0,0,87,0,1.0,21.3234,-157.85,1
125020,53,39,3,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,21.3452,-157.87,0
125021,1,17,2,20,Yes,Government - State,0,0,0,0,0,0,0,0,0,2.0,21.9604,-159.67,1
125023,0,10,0,10,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,20.8268,-156.92,0
125024,5,59,0,64,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,21.3398,-157.86,1
125026,7,69,35,111,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,21.3222,-157.86,1
125029,0,47,0,47,Yes,Government - State,0,0,0,0,0,0,0,0,0,5.0,22.0876,-159.31,0
125032,0,56,0,56,Yes,Government - State,0,0,0,0,0,0,0,0,0,5.0,20.0771,-155.47,0
125033,6,8,21,35,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,21.4014,-157.79,0
125038,54,38,13,105,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,2.0,21.3771,-157.78,1
125040,11,176,40,227,No,For Profit - Corporation,0,68,0,0,0,0,0,0,0,3.0,19.6828,-155.09,0
125041,11,62,11,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,21.3237,-157.86,1
125042,29,30,17,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,21.2975,-157.83,1
125043,48,65,4,117,No,For Profit - Corporation,0,0,0,0,0,0,0,40,0,5.0,21.3916,-157.97,0
125045,17,58,16,91,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,3.0,19.7173,-155.11,0
125046,0,59,3,62,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,21.4656,-158.21,0
125048,5,35,8,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,21.4149,-157.79,0
125050,0,12,22,34,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,21.2855,-157.72,1
125051,43,29,20,92,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,21.3404,-158.1,0
125052,6,31,14,51,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,19.5629,-155.96,0
125055,3,3,10,16,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,21.2805,-157.78,0
125056,13,44,17,74,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,20.8933,-156.49,0
125057,0,30,0,30,No,For Profit - LLC,0,0,0,33,0,0,0,33,0,5.0,21.3483,-158.03,0
125058,0,16,0,16,No,Government - State,0,0,0,0,0,0,0,0,0,3.0,19.7175,-155.11,0
125059,8,49,38,95,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,21.3036,-157.79,0
125061,8,33,6,47,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,21.9577,-159.67,0
125062,1,42,5,48,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,21.9259,-159.49,0
125063,4,0,40,44,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,21.3232,-157.85,0
125064,92,3,37,132,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,21.3285,-157.85,0
125065,9,54,14,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,19.7043,-155.11,0
125066,17,3,27,47,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,2.0,21.2917,-157.84,1
125067,3,29,0,32,No,For Profit - LLC,0,0,0,0,0,0,0,42,0,2.0,21.2976,-157.83,1
125069,8,24,0,32,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,21.2941,-157.83,0
135004,0,14,4,18,Yes,Government - County,0,0,0,0,0,0,0,0,0,5.0,48.7026,-116.32,0
135006,0,13,5,18,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,43.1393,-115.69,0
135007,12,6,1,19,Yes,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,3.0,43.1937,-112.35,0
135010,1,34,11,46,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,44.2493,-116.97,0
135011,5,47,25,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,42.8683,-112.43,1
135014,0,54,5,59,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,43.6685,-116.7,1
135015,4,31,5,40,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,44.0715,-116.93,0
135018,4,42,13,59,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,42.8935,-112.43,0
135019,9,72,12,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,43.5873,-116.59,1
135020,12,33,9,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,43.881,-116.49,0
135021,13,39,16,68,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,46.3828,-116.99,0
135038,3,49,6,58,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,43.6117,-116.25,0
135042,13,54,8,75,No,For Profit - Corporation,0,0,0,0,0,0,0,22,0,2.0,47.6899,-116.79,1
135048,5,24,7,36,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,46.493,-116.26,0
135051,2,56,14,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,43.6453,-116.67,0
135052,14,51,8,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,47.6999,-116.78,1
135053,14,52,5,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,47.6968,-116.8,1
135055,6,40,15,61,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,48.2718,-116.57,1
135056,3,24,2,29,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,42.939,-114.4,0
135059,0,19,6,25,Yes,Government - County,0,0,0,0,0,0,0,0,0,5.0,42.0974,-111.87,0
135062,0,16,5,21,Yes,Government - County,0,0,0,0,0,0,0,0,0,5.0,42.1892,-112.25,0
135064,1,18,7,26,Yes,Government - County,0,0,0,0,0,0,0,0,0,2.0,42.6196,-113.68,1
135065,7,39,13,59,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,47.5444,-116.13,0
135066,0,5,15,20,Yes,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,42.7819,-112.85,1
135067,9,34,0,43,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,46.7388,-116.97,1
135068,9,57,7,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,42.5244,-113.8,0
135069,3,21,8,32,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,43.4714,-114.26,0
135070,2,20,3,25,Yes,Government - City/County,0,0,0,0,0,0,0,0,0,5.0,42.3165,-111.3,0
135075,11,32,7,50,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,47.3099,-116.56,1
135076,23,77,6,106,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,43.5796,-116.59,0
135077,8,47,9,64,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,43.5959,-116.25,1
135079,16,85,36,137,No,For Profit - Partnership,0,23,0,0,0,0,0,0,0,4.0,43.6339,-116.28,0
135080,5,31,6,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,45.9262,-116.11,0
135081,1,55,0,56,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,42.5313,-113.8,1
135082,3,25,7,35,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,44.9014,-116.1,0
135084,1,31,1,33,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,42.5409,-114.36,1
135087,13,38,5,56,No,For Profit - Corporation,0,7,0,0,0,2,0,0,0,5.0,43.6187,-116.94,0
135089,3,32,4,39,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,42.5923,-114.75,0
135090,6,66,29,101,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,43.6152,-116.18,0
135091,16,44,9,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,43.4821,-111.98,0
135092,9,38,6,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,43.504,-112.02,0
135093,6,33,16,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,46.7205,-116.99,0
135094,4,81,6,91,No,For Profit - LLC,0,0,0,0,0,0,0,25,0,4.0,43.5333,-116.57,0
135095,0,31,1,32,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,43.8936,-116.51,0
135097,1,19,5,25,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,44.0782,-111.45,0
135098,19,73,12,104,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,43.6111,-116.27,1
135102,7,29,5,41,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,43.5448,-116.57,1
135103,5,54,5,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,46.3767,-116.98,1
135104,5,48,18,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,42.5577,-114.44,0
135105,6,51,3,60,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,43.812,-111.79,0
135110,3,45,6,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,43.6002,-116.6,1
135111,0,36,0,36,No,Government - State,0,0,0,0,0,0,0,0,0,5.0,43.1873,-112.34,0
135113,6,37,8,51,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,42.4474,-114.54,1
135116,8,34,15,57,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,4.0,46.3963,-116.99,0
135122,10,56,16,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,47.7417,-116.79,1
135123,5,54,23,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,43.6094,-116.3,0
135125,32,92,5,129,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,43.6119,-116.41,0
135127,17,40,14,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,48.2838,-116.57,0
135128,10,37,25,72,No,For Profit - Corporation,0,28,0,0,1,1,0,0,0,5.0,46.3831,-117.01,0
135129,5,17,10,32,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,45.1764,-113.89,0
135130,29,0,0,29,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,43.5836,-116.35,0
135131,0,32,47,79,No,Government - State,0,17,0,0,0,0,0,0,0,2.0,43.6176,-116.19,1
135132,1,15,38,54,No,Government - State,0,0,0,0,0,0,0,0,0,4.0,42.8689,-112.41,0
135133,2,17,27,46,No,Government - State,0,0,0,0,0,0,0,0,0,5.0,46.3986,-117.02,0
135134,11,41,2,54,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,42.9333,-114.71,1
135135,16,33,32,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,47.7135,-116.91,0
135136,6,16,15,37,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,42.9057,-112.47,0
135137,22,0,2,24,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,43.4461,-111.98,0
135138,29,45,0,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,43.4699,-111.99,1
135139,30,0,0,30,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,43.6159,-116.22,0
135140,9,10,10,29,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,43.8282,-111.8,0
135141,8,0,20,28,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,43.5677,-116.12,0
135142,33,0,0,33,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,47.6951,-116.81,0
135143,20,20,13,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,42.589,-114.49,0
135144,19,68,9,96,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,43.5922,-116.51,0
135145,26,0,1,27,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,46.396,-116.99,0
135146,9,69,17,95,No,For Profit - LLC,0,0,0,0,0,0,0,60,0,2.0,43.6099,-116.26,1
135147,4,24,15,43,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,43.6,-116.36,1
135148,0,16,43,59,No,Government - State,0,0,0,0,0,0,0,0,0,1.0,47.702,-117.0,1
145000,5,52,16,73,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.7092,-89.423,1
145004,1,49,18,68,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,42.0322,-88.284,1
145006,13,104,18,135,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,41.7893,-88.282,0
145008,8,31,6,45,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,38.0021,-89.233,1
145011,11,81,0,92,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,42.0267,-87.69,0
145012,1,24,19,44,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.9548,-90.366,1
145016,13,31,28,72,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.4869,-88.985,1
145021,11,36,13,60,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,40.4479,-90.662,0
145024,8,53,32,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,42.0449,-89.433,0
145026,22,0,34,56,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,42.0589,-87.725,0
145027,7,49,38,94,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.4969,-90.526,1
145029,21,63,13,97,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,41.525,-88.138,1
145031,11,59,17,87,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.5066,-88.986,1
145039,5,69,48,122,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,40.7537,-89.59,0
145043,6,73,9,88,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.1256,-87.877,1
145044,11,41,26,78,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,41.3402,-89.122,0
145045,7,72,14,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.763,-88.152,1
145050,9,171,23,203,No,Government - County,0,0,0,0,0,0,0,0,0,5.0,41.8613,-88.143,0
145058,13,37,40,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,40.9043,-89.497,0
145062,13,35,48,96,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.121,-88.812,0
145070,8,102,15,125,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.826,-87.803,1
145087,66,0,0,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.7196,-87.777,1
145102,62,0,1,63,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,5.0,38.5489,-90.02,0
145111,2,16,15,33,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.9112,-87.936,1
145121,64,10,0,74,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,38.9034,-90.158,0
145122,7,37,39,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,42.0202,-87.7,0
145126,9,58,15,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.9366,-87.642,0
145135,3,65,10,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,38.7373,-88.074,1
145136,5,39,14,58,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.5949,-89.744,1
145142,21,155,9,185,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,42.2625,-89.0,1
145151,5,33,26,64,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.5536,-89.109,0
145160,3,112,13,128,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.8076,-89.663,1
145171,4,181,13,198,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,42.148,-87.798,1
145173,3,143,5,151,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.6063,-87.662,1
145180,1,135,0,136,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.5013,-87.664,1
145183,2,51,26,79,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.1255,-87.656,1
145197,9,97,21,127,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.7214,-87.78,1
145198,10,128,16,154,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,42.0346,-87.8,0
145200,11,39,22,72,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.8465,-89.303,0
145208,13,113,1,127,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.7443,-87.8,0
145211,11,90,10,111,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.7343,-87.755,1
145213,15,1,31,47,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.8642,-88.142,0
145219,69,21,45,135,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,5.0,41.7823,-87.975,0
145220,1,114,31,146,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.5717,-87.696,1
145221,14,130,3,147,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.5255,-88.132,1
145222,3,63,5,71,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,42.3194,-88.443,1
145234,4,63,1,68,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,42.2897,-89.671,1
145235,4,85,0,89,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,42.0198,-87.666,0
145237,17,153,14,184,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,42.0189,-87.808,0
145239,2,30,8,40,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.7566,-89.564,1
145241,3,77,11,91,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,38.5025,-89.986,1
145243,8,63,20,91,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.1372,-87.645,1
145244,7,228,2,237,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,42.0128,-87.663,1
145246,18,89,31,138,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.8122,-87.94,0
145247,9,49,8,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,38.6364,-88.959,1
145248,11,4,65,80,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.5906,-89.47,1
145256,17,56,35,108,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.1275,-88.552,0
145257,8,53,17,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,42.2335,-88.369,1
145259,4,29,123,156,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,42.2693,-89.006,1
145261,7,57,6,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.9162,-88.757,1
145266,4,50,20,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.6786,-89.536,1
145267,6,49,29,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.3863,-89.081,0
145268,27,124,80,231,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,42.0786,-87.84,0
145269,29,113,21,163,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.4874,-90.456,1
145271,10,33,18,61,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,39.1791,-89.644,0
145273,14,43,18,75,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,39.7453,-90.259,0
145275,6,73,11,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.5725,-89.621,1
145278,9,65,22,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.8088,-89.697,1
145285,9,73,30,112,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,42.0122,-87.696,0
145286,3,31,14,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.0161,-89.789,0
145290,5,113,8,126,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,38.5237,-90.002,1
145294,7,39,0,46,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.7453,-90.245,0
145295,5,36,38,79,No,Government - Hospital District,0,0,0,0,0,0,0,0,0,1.0,41.3286,-88.717,1
145304,23,119,11,153,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,42.1677,-87.916,0
145307,15,63,38,116,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.827,-87.873,0
145308,12,160,3,175,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,1.0,42.0356,-88.317,1
145312,7,66,11,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,42.2366,-88.842,1
145316,4,160,0,164,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.2983,-88.137,1
145319,3,35,11,49,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.7342,-89.008,1
145323,3,56,20,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,37.6902,-88.628,0
145324,9,100,19,128,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,42.0255,-87.841,1
145329,16,169,21,206,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.9585,-87.779,0
145333,8,170,10,188,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,3.0,41.9424,-88.066,0
145334,9,98,2,109,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,42.0433,-87.857,1
145336,56,111,24,191,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.9006,-87.631,0
145337,6,203,14,223,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.8329,-87.622,1
145338,4,65,5,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.8104,-87.96,1
145339,6,101,29,136,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.9282,-87.94,1
145341,34,36,59,129,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,42.0269,-88.089,1
145343,6,166,0,172,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.9702,-87.715,1
145344,5,5,25,35,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,42.306,-87.971,1
145347,3,53,0,56,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.7472,-87.996,0
145350,14,87,23,124,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,42.0841,-88.035,0
145358,11,59,9,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.7887,-88.155,0
145363,18,37,56,111,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.7221,-87.731,0
145367,7,49,7,63,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.1091,-89.816,0
145370,9,55,6,70,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,39.5844,-88.607,1
145371,6,68,8,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.4924,-89.006,1
145372,10,111,24,145,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.5269,-88.125,1
145376,4,56,14,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,38.4107,-87.779,1
145379,8,110,44,162,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.9351,-88.063,1
145380,9,7,28,44,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,39.0538,-88.752,0
145381,9,0,11,20,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,40.0837,-88.208,1
145382,17,147,41,205,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,42.0301,-87.894,0
145384,4,19,29,52,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,38.7721,-89.947,0
145386,9,38,38,85,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,37.15,-88.72,0
145387,2,78,2,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.503,-90.557,1
145388,7,46,16,69,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,38.7459,-88.08,0
145400,45,0,45,90,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,40.4666,-88.962,0
145403,35,103,27,165,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,42.0516,-88.144,0
145404,16,42,25,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.6899,-90.006,0
145405,24,149,9,182,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,41.77,-87.974,1
145406,11,28,2,41,No,Government - County,0,0,0,0,0,0,0,0,0,1.0,38.1177,-89.706,1
145409,11,9,56,76,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.862,-88.314,0
145410,11,35,31,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,38.6075,-89.52,1
145411,2,39,12,53,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,39.3794,-89.087,1
145413,4,55,2,61,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.0112,-89.134,1
145414,4,28,11,43,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.768,-88.877,0
145415,3,73,2,78,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,41.9601,-87.729,1
145416,4,21,17,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.3027,-87.997,1
145418,2,121,5,128,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.2296,-89.916,1
145419,4,121,23,148,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.9262,-87.82,1
145420,5,131,23,159,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,41.9479,-87.938,1
145422,15,16,4,35,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,39.8219,-88.977,1
145424,1,67,0,68,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.4735,-87.732,1
145426,18,77,29,124,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,41.3355,-88.83,0
